title,artist,composer,genre,massFunction,liturgicalTime,source,hasAudio,duration
"Canto Católico 99","Ensemble Vocal 99","Tradicional",liturgica,salmo,comum,Portal Kairos,true,318
"Canto Católico 100","Ensemble Vocal 100","Tradicional",louvor,ofertorio,advento,Portal Kairos,true,319
"O Vem, Vem, Emanuel 1","Coral Advento 1","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,220
"O Vem, Vem, Emanuel 2","Coral Advento 2","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,221
"O Vem, Vem, Emanuel 3","Coral Advento 3","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,222
"O Vem, Vem, Emanuel 4","Coral Advento 4","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,223
"O Vem, Vem, Emanuel 5","Coral Advento 5","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,224
"O Vem, Vem, Emanuel 6","Coral Advento 6","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,225
"O Vem, Vem, Emanuel 7","Coral Advento 7","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,226
"O Vem, Vem, Emanuel 8","Coral Advento 8","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,227
"O Vem, Vem, Emanuel 9","Coral Advento 9","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,228
"O Vem, Vem, Emanuel 10","Coral Advento 10","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,229
"O Vem, Vem, Emanuel 11","Coral Advento 11","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,230
"O Vem, Vem, Emanuel 12","Coral Advento 12","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,231
"O Vem, Vem, Emanuel 13","Coral Advento 13","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,232
"O Vem, Vem, Emanuel 14","Coral Advento 14","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,233
"O Vem, Vem, Emanuel 15","Coral Advento 15","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,234
"O Vem, Vem, Emanuel 16","Coral Advento 16","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,235
"O Vem, Vem, Emanuel 17","Coral Advento 17","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,236
"O Vem, Vem, Emanuel 18","Coral Advento 18","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,237
"O Vem, Vem, Emanuel 19","Coral Advento 19","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,238
"O Vem, Vem, Emanuel 20","Coral Advento 20","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,239
"O Vem, Vem, Emanuel 21","Coral Advento 21","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,240
"O Vem, Vem, Emanuel 22","Coral Advento 22","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,241
"O Vem, Vem, Emanuel 23","Coral Advento 23","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,242
"O Vem, Vem, Emanuel 24","Coral Advento 24","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,243
"O Vem, Vem, Emanuel 25","Coral Advento 25","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,244
"O Vem, Vem, Emanuel 26","Coral Advento 26","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,245
"O Vem, Vem, Emanuel 27","Coral Advento 27","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,246
"O Vem, Vem, Emanuel 28","Coral Advento 28","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,247
"O Vem, Vem, Emanuel 29","Coral Advento 29","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,248
"O Vem, Vem, Emanuel 30","Coral Advento 30","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,249
"O Vem, Vem, Emanuel 31","Coral Advento 31","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,250
"O Vem, Vem, Emanuel 32","Coral Advento 32","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,251
"O Vem, Vem, Emanuel 33","Coral Advento 33","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,252
"O Vem, Vem, Emanuel 34","Coral Advento 34","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,253
"O Vem, Vem, Emanuel 35","Coral Advento 35","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,254
"O Vem, Vem, Emanuel 36","Coral Advento 36","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,255
"O Vem, Vem, Emanuel 37","Coral Advento 37","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,256
"O Vem, Vem, Emanuel 38","Coral Advento 38","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,257
"O Vem, Vem, Emanuel 39","Coral Advento 39","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,258
"O Vem, Vem, Emanuel 40","Coral Advento 40","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,259
"O Vem, Vem, Emanuel 41","Coral Advento 41","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,260
"O Vem, Vem, Emanuel 42","Coral Advento 42","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,261
"O Vem, Vem, Emanuel 43","Coral Advento 43","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,262
"O Vem, Vem, Emanuel 44","Coral Advento 44","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,263
"O Vem, Vem, Emanuel 45","Coral Advento 45","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,264
"O Vem, Vem, Emanuel 46","Coral Advento 46","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,265
"O Vem, Vem, Emanuel 47","Coral Advento 47","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,266
"O Vem, Vem, Emanuel 48","Coral Advento 48","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,267
"O Vem, Vem, Emanuel 49","Coral Advento 49","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,268
"O Vem, Vem, Emanuel 50","Coral Advento 50","Tradicional",liturgica,entrada,advento,Musicanaliturgia,true,269
"Noite Feliz 1","Coro Natalino 1","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,180
"Noite Feliz 2","Coro Natalino 2","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,181
"Noite Feliz 3","Coro Natalino 3","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,182
"Noite Feliz 4","Coro Natalino 4","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,183
"Noite Feliz 5","Coro Natalino 5","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,184
"Noite Feliz 6","Coro Natalino 6","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,185
"Noite Feliz 7","Coro Natalino 7","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,186
"Noite Feliz 8","Coro Natalino 8","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,187
"Noite Feliz 9","Coro Natalino 9","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,188
"Noite Feliz 10","Coro Natalino 10","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,189
"Noite Feliz 11","Coro Natalino 11","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,190
"Noite Feliz 12","Coro Natalino 12","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,191
"Noite Feliz 13","Coro Natalino 13","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,192
"Noite Feliz 14","Coro Natalino 14","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,193
"Noite Feliz 15","Coro Natalino 15","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,194
"Noite Feliz 16","Coro Natalino 16","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,195
"Noite Feliz 17","Coro Natalino 17","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,196
"Noite Feliz 18","Coro Natalino 18","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,197
"Noite Feliz 19","Coro Natalino 19","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,198
"Noite Feliz 20","Coro Natalino 20","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,199
"Noite Feliz 21","Coro Natalino 21","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,200
"Noite Feliz 22","Coro Natalino 22","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,201
"Noite Feliz 23","Coro Natalino 23","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,202
"Noite Feliz 24","Coro Natalino 24","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,203
"Noite Feliz 25","Coro Natalino 25","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,204
"Noite Feliz 26","Coro Natalino 26","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,205
"Noite Feliz 27","Coro Natalino 27","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,206
"Noite Feliz 28","Coro Natalino 28","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,207
"Noite Feliz 29","Coro Natalino 29","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,208
"Noite Feliz 30","Coro Natalino 30","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,209
"Noite Feliz 31","Coro Natalino 31","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,210
"Noite Feliz 32","Coro Natalino 32","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,211
"Noite Feliz 33","Coro Natalino 33","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,212
"Noite Feliz 34","Coro Natalino 34","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,213
"Noite Feliz 35","Coro Natalino 35","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,214
"Noite Feliz 36","Coro Natalino 36","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,215
"Noite Feliz 37","Coro Natalino 37","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,216
"Noite Feliz 38","Coro Natalino 38","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,217
"Noite Feliz 39","Coro Natalino 39","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,218
"Noite Feliz 40","Coro Natalino 40","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,219
"Noite Feliz 41","Coro Natalino 41","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,220
"Noite Feliz 42","Coro Natalino 42","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,221
"Noite Feliz 43","Coro Natalino 43","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,222
"Noite Feliz 44","Coro Natalino 44","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,223
"Noite Feliz 45","Coro Natalino 45","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,224
"Noite Feliz 46","Coro Natalino 46","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,225
"Noite Feliz 47","Coro Natalino 47","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,226
"Noite Feliz 48","Coro Natalino 48","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,227
"Noite Feliz 49","Coro Natalino 49","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,228
"Noite Feliz 50","Coro Natalino 50","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,229
"Aleluia, Aleluia 1","Coro Pascal 1","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,200
"Aleluia, Aleluia 2","Coro Pascal 2","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,201
"Aleluia, Aleluia 3","Coro Pascal 3","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,202
"Aleluia, Aleluia 4","Coro Pascal 4","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,203
"Aleluia, Aleluia 5","Coro Pascal 5","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,204
"Aleluia, Aleluia 6","Coro Pascal 6","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,205
"Aleluia, Aleluia 7","Coro Pascal 7","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,206
"Aleluia, Aleluia 8","Coro Pascal 8","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,207
"Aleluia, Aleluia 9","Coro Pascal 9","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,208
"Aleluia, Aleluia 10","Coro Pascal 10","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,209
"Aleluia, Aleluia 11","Coro Pascal 11","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,210
"Aleluia, Aleluia 12","Coro Pascal 12","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,211
"Aleluia, Aleluia 13","Coro Pascal 13","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,212
"Aleluia, Aleluia 14","Coro Pascal 14","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,213
"Aleluia, Aleluia 15","Coro Pascal 15","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,214
"Aleluia, Aleluia 16","Coro Pascal 16","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,215
"Aleluia, Aleluia 17","Coro Pascal 17","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,216
"Aleluia, Aleluia 18","Coro Pascal 18","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,217
"Aleluia, Aleluia 19","Coro Pascal 19","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,218
"Aleluia, Aleluia 20","Coro Pascal 20","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,219
"Aleluia, Aleluia 21","Coro Pascal 21","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,220
"Aleluia, Aleluia 22","Coro Pascal 22","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,221
"Aleluia, Aleluia 23","Coro Pascal 23","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,222
"Aleluia, Aleluia 24","Coro Pascal 24","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,223
"Aleluia, Aleluia 25","Coro Pascal 25","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,224
"Aleluia, Aleluia 26","Coro Pascal 26","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,225
"Aleluia, Aleluia 27","Coro Pascal 27","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,226
"Aleluia, Aleluia 28","Coro Pascal 28","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,227
"Aleluia, Aleluia 29","Coro Pascal 29","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,228
"Aleluia, Aleluia 30","Coro Pascal 30","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,229
"Aleluia, Aleluia 31","Coro Pascal 31","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,230
"Aleluia, Aleluia 32","Coro Pascal 32","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,231
"Aleluia, Aleluia 33","Coro Pascal 33","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,232
"Aleluia, Aleluia 34","Coro Pascal 34","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,233
"Aleluia, Aleluia 35","Coro Pascal 35","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,234
"Aleluia, Aleluia 36","Coro Pascal 36","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,235
"Aleluia, Aleluia 37","Coro Pascal 37","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,236
"Aleluia, Aleluia 38","Coro Pascal 38","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,237
"Aleluia, Aleluia 39","Coro Pascal 39","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,238
"Aleluia, Aleluia 40","Coro Pascal 40","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,239
"Aleluia, Aleluia 41","Coro Pascal 41","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,240
"Aleluia, Aleluia 42","Coro Pascal 42","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,241
"Aleluia, Aleluia 43","Coro Pascal 43","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,242
"Aleluia, Aleluia 44","Coro Pascal 44","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,243
"Aleluia, Aleluia 45","Coro Pascal 45","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,244
"Aleluia, Aleluia 46","Coro Pascal 46","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,245
"Aleluia, Aleluia 47","Coro Pascal 47","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,246
"Aleluia, Aleluia 48","Coro Pascal 48","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,247
"Aleluia, Aleluia 49","Coro Pascal 49","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,248
"Aleluia, Aleluia 50","Coro Pascal 50","Tradicional",louvor,comunhao,pascoa,Palco MP3,true,249
"Salve Rainha 1","Ensemble Mariano 1","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,240
"Salve Rainha 2","Ensemble Mariano 2","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,241
"Salve Rainha 3","Ensemble Mariano 3","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,242
"Salve Rainha 4","Ensemble Mariano 4","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,243
"Salve Rainha 5","Ensemble Mariano 5","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,244
"Salve Rainha 6","Ensemble Mariano 6","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,245
"Salve Rainha 7","Ensemble Mariano 7","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,246
"Salve Rainha 8","Ensemble Mariano 8","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,247
"Salve Rainha 9","Ensemble Mariano 9","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,248
"Salve Rainha 10","Ensemble Mariano 10","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,249
"Salve Rainha 11","Ensemble Mariano 11","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,250
"Salve Rainha 12","Ensemble Mariano 12","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,251
"Salve Rainha 13","Ensemble Mariano 13","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,252
"Salve Rainha 14","Ensemble Mariano 14","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,253
"Salve Rainha 15","Ensemble Mariano 15","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,254
"Salve Rainha 16","Ensemble Mariano 16","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,255
"Salve Rainha 17","Ensemble Mariano 17","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,256
"Salve Rainha 18","Ensemble Mariano 18","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,257
"Salve Rainha 19","Ensemble Mariano 19","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,258
"Salve Rainha 20","Ensemble Mariano 20","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,259
"Salve Rainha 21","Ensemble Mariano 21","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,260
"Salve Rainha 22","Ensemble Mariano 22","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,261
"Salve Rainha 23","Ensemble Mariano 23","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,262
"Salve Rainha 24","Ensemble Mariano 24","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,263
"Salve Rainha 25","Ensemble Mariano 25","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,264
"Salve Rainha 26","Ensemble Mariano 26","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,265
"Salve Rainha 27","Ensemble Mariano 27","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,266
"Salve Rainha 28","Ensemble Mariano 28","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,267
"Salve Rainha 29","Ensemble Mariano 29","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,268
"Salve Rainha 30","Ensemble Mariano 30","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,269
"Salve Rainha 31","Ensemble Mariano 31","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,270
"Salve Rainha 32","Ensemble Mariano 32","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,271
"Salve Rainha 33","Ensemble Mariano 33","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,272
"Salve Rainha 34","Ensemble Mariano 34","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,273
"Salve Rainha 35","Ensemble Mariano 35","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,274
"Salve Rainha 36","Ensemble Mariano 36","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,275
"Salve Rainha 37","Ensemble Mariano 37","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,276
"Salve Rainha 38","Ensemble Mariano 38","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,277
"Salve Rainha 39","Ensemble Mariano 39","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,278
"Salve Rainha 40","Ensemble Mariano 40","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,279
"Salve Rainha 41","Ensemble Mariano 41","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,280
"Salve Rainha 42","Ensemble Mariano 42","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,281
"Salve Rainha 43","Ensemble Mariano 43","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,282
"Salve Rainha 44","Ensemble Mariano 44","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,283
"Salve Rainha 45","Ensemble Mariano 45","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,284
"Salve Rainha 46","Ensemble Mariano 46","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,285
"Salve Rainha 47","Ensemble Mariano 47","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,286
"Salve Rainha 48","Ensemble Mariano 48","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,287
"Salve Rainha 49","Ensemble Mariano 49","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,288
"Salve Rainha 50","Ensemble Mariano 50","Tradicional",liturgica,final,mariano,Musicanaliturgia,true,289
"Requiescat in Pace 1","Coro Fúnebre 1","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,300
"Requiescat in Pace 2","Coro Fúnebre 2","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,301
"Requiescat in Pace 3","Coro Fúnebre 3","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,302
"Requiescat in Pace 4","Coro Fúnebre 4","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,303
"Requiescat in Pace 5","Coro Fúnebre 5","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,304
"Requiescat in Pace 6","Coro Fúnebre 6","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,305
"Requiescat in Pace 7","Coro Fúnebre 7","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,306
"Requiescat in Pace 8","Coro Fúnebre 8","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,307
"Requiescat in Pace 9","Coro Fúnebre 9","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,308
"Requiescat in Pace 10","Coro Fúnebre 10","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,309
"Requiescat in Pace 11","Coro Fúnebre 11","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,310
"Requiescat in Pace 12","Coro Fúnebre 12","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,311
"Requiescat in Pace 13","Coro Fúnebre 13","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,312
"Requiescat in Pace 14","Coro Fúnebre 14","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,313
"Requiescat in Pace 15","Coro Fúnebre 15","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,314
"Requiescat in Pace 16","Coro Fúnebre 16","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,315
"Requiescat in Pace 17","Coro Fúnebre 17","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,316
"Requiescat in Pace 18","Coro Fúnebre 18","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,317
"Requiescat in Pace 19","Coro Fúnebre 19","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,318
"Requiescat in Pace 20","Coro Fúnebre 20","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,319
"Requiescat in Pace 21","Coro Fúnebre 21","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,320
"Requiescat in Pace 22","Coro Fúnebre 22","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,321
"Requiescat in Pace 23","Coro Fúnebre 23","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,322
"Requiescat in Pace 24","Coro Fúnebre 24","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,323
"Requiescat in Pace 25","Coro Fúnebre 25","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,324
"Requiescat in Pace 26","Coro Fúnebre 26","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,325
"Requiescat in Pace 27","Coro Fúnebre 27","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,326
"Requiescat in Pace 28","Coro Fúnebre 28","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,327
"Requiescat in Pace 29","Coro Fúnebre 29","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,328
"Requiescat in Pace 30","Coro Fúnebre 30","Tradicional",liturgica,comunhao,funerario,Portal Kairos,true,329
"Bem-vindo ao Reino 1","Coro Batismal 1","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,180
"Bem-vindo ao Reino 2","Coro Batismal 2","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,181
"Bem-vindo ao Reino 3","Coro Batismal 3","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,182
"Bem-vindo ao Reino 4","Coro Batismal 4","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,183
"Bem-vindo ao Reino 5","Coro Batismal 5","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,184
"Bem-vindo ao Reino 6","Coro Batismal 6","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,185
"Bem-vindo ao Reino 7","Coro Batismal 7","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,186
"Bem-vindo ao Reino 8","Coro Batismal 8","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,187
"Bem-vindo ao Reino 9","Coro Batismal 9","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,188
"Bem-vindo ao Reino 10","Coro Batismal 10","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,189
"Bem-vindo ao Reino 11","Coro Batismal 11","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,190
"Bem-vindo ao Reino 12","Coro Batismal 12","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,191
"Bem-vindo ao Reino 13","Coro Batismal 13","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,192
"Bem-vindo ao Reino 14","Coro Batismal 14","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,193
"Bem-vindo ao Reino 15","Coro Batismal 15","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,194
"Bem-vindo ao Reino 16","Coro Batismal 16","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,195
"Bem-vindo ao Reino 17","Coro Batismal 17","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,196
"Bem-vindo ao Reino 18","Coro Batismal 18","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,197
